csvid,name,vanilla,base_sell_price,implemented_in_shandalar
3224,"Patchwork Gnomes",,100,shandalar
3225,"Pearl Medallion",,200,
3226,"Pegasus Refuge",,1400,shandalar
3227,"Perish",,100,shandalar
3230,"Pine Barrens",,200,shandalar
3232,"Precognition",,700,
3233,"Propaganda",,100,
3234,"Puppet Strings",,100,shandalar
3235,"Quickening Licid",,100,
3236,"Ranger en-Vec",,100,shandalar
3237,"Rathi Dragon",,480,shandalar
3240,"Reanimate",,100,shandalar
3242,"Reckless Spite",,100,shandalar
3243,"Recycle",,700,
3244,"Reflecting Pool",,200,shandalar
3246,"Repentance",,100,shandalar
3247,"Respite",,160,shandalar
3248,"Rolling Thunder",,120,shandalar
3249,"Root Maze",,200,shandalar
3251,"Rootwalla",,589,shandalar
3254,"Rootwater Matriarch",,396,
3256,"Ruby Medallion",,200,
3258,"Sadistic Glee",,75,
3259,"Safeguard",,1600,shandalar
3260,"Salt Flats",,200,shandalar
3261,"Sapphire Medallion",,200,
3262,"Sarcomancy",,400,shandalar
3263,"Scabland",,200,shandalar
3264,"Scalding Tongs",,200,
3265,"Scorched Earth",,200,
3266,"Scragnoth",,100,
3268,"Scroll Rack",,200,
3269,"Seeker of Skybreak",,50,shandalar
3271,"Selenia, Dark Angel",,200,shandalar
3272,"Serene Offering",,100,shandalar
3274,"Shadow Rift",,80,shandalar
3277,"Shocker",,200,shandalar
3280,"Skyshroud Elf",,80,
3281,"Skyshroud Forest",,200,shandalar
3282,"Skyshroud Ranger",,120,shandalar
3284,"Skyshroud Vampire",,100,shandalar
3285,"Soltari Crusader",,100,shandalar
3286,"Soltari Emissary",,280,shandalar
3287,"Soltari Foot Soldier",vanilla,60,shandalar
3288,"Soltari Guerrillas",,720,
3289,"Soltari Lancer",,46,shandalar
3290,"Soltari Monk",vanilla,100,shandalar
3291,"Soltari Priest",vanilla,100,shandalar
3292,"Soltari Trooper",,60,shandalar
3294,"Spike Drone",,33,shandalar
3296,"Spirit Mirror",,1400,
3299,"Stalking Stones",,100,
3301,"Starke of Rath",,200,
3302,"Static Orb",,200,
3304,"Stinging Licid",,100,
3305,"Storm Front",,100,shandalar
3312,"Thalakos Seer",,40,
3314,"Thumbscrews",,200,
3315,"Time Ebb",,80,shandalar
3316,"Tooth and Claw",,1000,
3317,"Torture Chamber",,200,
3318,"Tradewind Rider",,336,shandalar
3321,"Unstable Shapeshifter",,200,
3323,"Verdant Force",,464,shandalar
3325,"Vhati il-Dal",,360,
3329,"Wasteland",,100,
3332,"Wild Wurm",,100,
3333,"Wind Dancer",,100,shandalar
3334,"Winds of Rath",,640,
3335,"Wood Sage",,200,
3336,"Worthy Cause",,100,
3337,"Acidic Sliver",,100,
3338,"Amok",,1000,shandalar
3339,"Awakening",,500,shandalar
3341,"Bottomless Pit",,100,shandalar
3342,"Brush with Death",,80,
3343,"Bullwhip",,100,
3344,"Burgeoning",,200,shandalar
3345,"Calming Licid",,100,
3346,"Cannibalize",,60,
3347,"Carnassid",,808,shandalar
3348,"Change of Heart",,120,
3350,"Constant Mists",,100,
3351,"Contemplation",,100,shandalar
3354,"Convulsing Licid",,100,
3355,"Corrupting Licid",,100,
3358,"Crovax the Cursed",,200,
3361,"Dream Halls",,1800,
3365,"Elven Rite",,100,shandalar
3367,"Flame Wave",,100,shandalar
3368,"Fling",,180,
3369,"Flowstone Blade",,100,
3370,"Flowstone Hellion",,100,shandalar
3371,"Flowstone Mauler",,1080,shandalar
3373,"Foul Imp",,87,shandalar
3375,"Gliding Licid",,100,
3376,"Hammerhead Shark",,105,shandalar
3377,"Heartstone",,100,
3379,"Hermit Druid",,200,
3380,"Hesitation",,100,shandalar
3381,"Hibernation Sliver",,100,
3383,"Horn of Greed",,200,
3386,"Jinxed Ring",,248,
3387,"Lab Rats",,40,
3388,"Lancers en-Kor",,100,
3390,"Lowland Basilisk",,45,shandalar
3391,"Mask of the Mimic",,100,
3392,"Mind Games",,100,
3393,"Mind Peel",,100,
3394,"Mindwarper",,200,shandalar
3395,"Mob Justice",,60,
3396,"Mogg Bombers",,63,
3397,"Mogg Flunkies",,120,
3398,"Mogg Infestation",,640,
3399,"Mogg Maniac",,100,shandalar
3400,"Morgue Thrull",,46,shandalar
3401,"Mortuary",,500,
3402,"Mulch",,80,
3403,"Nomads en-Kor",,270,
3404,"Overgrowth",,100,shandalar
3405,"Portcullis",,200,
3406,"Primal Rage",,100,
3407,"Provoke",,120,
3408,"Pursuit of Knowledge",,1000,
3409,"Rabid Rats",,40,shandalar
3410,"Ransack",,100,
3412,"Reins of Power",,800,shandalar
3413,"Revenant",,200,shandalar
3414,"Ruination",,640,shandalar
3416,"Scapegoat",,100,
3417,"Shaman en-Kor",,1200,
3418,"Shard Phoenix",,200,
3420,"Sift",,120,shandalar
3422,"Skeleton Scavengers",,232,shandalar
3423,"Skyshroud Archer",,60,shandalar
3424,"Skyshroud Falcon",vanilla,26,shandalar
3427,"Soltari Champion",,336,
3428,"Spike Breeder",,200,shandalar
3429,"Spike Colony",,11,shandalar
3430,"Spike Feeder",,100,shandalar
3431,"Spike Soldier",,100,shandalar
3432,"Spike Worker",,16,shandalar
3433,"Spindrift Drake",,75,shandalar
3434,"Spined Sliver",,100,
3435,"Spirit en-Kor",,37,
3436,"Spitting Hydra",,200,shandalar
3437,"Stronghold Assassin",,208,
3439,"Sword of the Chosen",,248,
3441,"Tempting Licid",,100,
3442,"Thalakos Deceiver",,200,
3446,"Tortured Existence",,150,shandalar
3448,"Victual Sliver",,100,
3449,"Volrath's Gardens",,600,shandalar
3450,"Volrath's Laboratory",,200,
3451,"Volrath's Shapeshifter",,208,
3452,"Volrath's Stronghold",,200,
3454,"Wall of Essence",,100,shandalar
3455,"Wall of Razors",vanilla,100,shandalar
3456,"Wall of Souls",,100,shandalar
3457,"Wall of Tears",,100,
3458,"Warrior en-Kor",,100,
3460,"Anarchist",,43,shandalar
3465,"Carnophage",,168,
3466,"Cartographer",,100,shandalar
3468,"Cataclysm",,640,
3471,"City of Traitors",,200,shandalar
3472,"Convalescence",,400,
3474,"Culling the Weak",,120,shandalar
3478,"Dauthi Jackal",,37,shandalar
3479,"Dauthi Warlord",,100,shandalar
3480,"Death's Duet",,80,shandalar
3482,"Dominating Licid",,200,
3484,"Elvish Berserker",,810,
3486,"Ephemeron",,208,shandalar
3487,"Equilibrium",,600,shandalar
3488,"Erratic Portal",,200,
3489,"Ertai, Wizard Adept",,300,shandalar
3490,"Exalted Dragon",,272,
3493,"Flowstone Flood",,100,
3494,"Forbid",,100,
3498,"Hatred",,1200,
3499,"High Ground",,100,
3500,"Jackalope Herd",,84,shandalar
3501,"Keeper of the Beasts",,100,
3502,"Keeper of the Dead",,100,
3503,"Keeper of the Flame",,100,
3504,"Keeper of the Light",,100,
3505,"Keeper of the Mind",,100,
3506,"Kor Chant",,160,
3507,"Limited Resources",,400,
3509,"Mana Breach",,100,shandalar
3510,"Manabond",,200,
3513,"Memory Crystal",,200,
3514,"Mind Maggots",,100,shandalar
3515,"Mind Over Matter",,1400,shandalar
3516,"Mindless Automaton",,804,shandalar
3521,"Null Brooch",,200,shandalar
3522,"Oath of Druids",,500,
3523,"Oath of Ghouls",,500,
3524,"Oath of Lieges",,500,
3526,"Oath of Scholars",,700,
3527,"Ogre Shaman",,300,shandalar
3528,"Onslaught",,125,shandalar
3529,"Pandemonium",,700,
3531,"Peace of Mind",,100,shandalar
3532,"Pegasus Stampede",,100,
3534,"Pit Spawn",,508,shandalar
3535,"Plaguebearer",,320,
3538,"Price of Progress",,100,shandalar
3539,"Pygmy Troll",,90,
3541,"Ravenous Baboons",,200,shandalar
3542,"Reaping the Rewards",,80,
3544,"Reclaim",,120,
3546,"Recurring Nightmare",,1400,shandalar
3550,"Rootwater Mystic",,60,
3552,"Scalding Salamander",,100,
3553,"Scare Tactics",,80,shandalar
3554,"School of Piranha",,120,shandalar
3555,"Scrivener",,100,shandalar
3556,"Shackles",,200,shandalar
3558,"Skyshaper",,100,shandalar
3559,"Skyshroud Elite",,100,shandalar
3560,"Skyshroud War Beast",,200,shandalar
3561,"Slaughter",,100,
3562,"Soltari Visionary",,65,
3564,"Sonic Burst",,180,
3565,"Spellshock",,100,shandalar
3566,"Sphere of Resistance",,200,
3567,"Spike Cannibal",,100,
3568,"Spike Hatcher",,200,shandalar
3569,"Spike Rogue",,100,
3570,"Spike Weaver",,200,shandalar
3572,"Survival of the Fittest",,1200,shandalar
3573,"Thalakos Drifters",,288,shandalar
3574,"Thalakos Scout",,37,shandalar
3575,"Theft of Dreams",,80,shandalar
3577,"Thrull Surgeon",,60,shandalar
3578,"Transmogrifying Licid",,100,
3579,"Treasure Hunter",,100,shandalar
3580,"Vampire Hounds",,589,shandalar
3581,"Volrath's Dungeon",,1000,
3582,"Wall of Nets",,524,
3584,"Welkin Hawk",,40,shandalar
3586,"Workhorse",,200,
3588,"Abyssal Nightstalker",,100,
3589,"Ancient Craving",,400,shandalar
3591,"Brutal Nightstalker",,100,shandalar
3593,"Cruel Edict",,100,shandalar
3595,"Dakmor Plague",,100,shandalar
3597,"Dakmor Sorceress",,200,shandalar
3599,"Foul Spirit",,100,shandalar
3601,"Lurking Nightstalker",,120,shandalar
3603,"Nightstalker Engine",,200,shandalar
3604,"Predatory Nightstalker",,100,shandalar
3605,"Prowling Nightstalker",,37,shandalar
3606,"Raiding Nightstalker",vanilla,46,shandalar
3607,"Rain of Daggers",,640,
3608,"Return of the Nightstalkers",,640,shandalar
3612,"Denizen of the Deep",,652,shandalar
3615,"False Summoning",,120,shandalar
3619,"Sea Drake",,100,shandalar
3620,"Sleight of Hand",,40,
3627,"Talas Warrior",vanilla,200,shandalar
3628,"Temporal Manipulation",,480,shandalar
3632,"Deathcoil Wurm",,300,
3633,"Golden Bear",vanilla,42,shandalar
3636,"Lynx",vanilla,50,shandalar
3638,"Norwood Priestess",,200,shandalar
3641,"Plated Wurm",vanilla,46,shandalar
3647,"Sylvan Yeti",,200,shandalar
3648,"Tree Monkey",vanilla,40,shandalar
3650,"Brimstone Dragon",vanilla,200,shandalar
3652,"Goblin Cavaliers",vanilla,37,shandalar
3653,"Goblin Firestarter",,100,shandalar
3654,"Goblin General",,1080,
3656,"Magma Giant",,240,shandalar
3658,"Ogre Arsonist",,100,shandalar
3662,"Alaborn Grenadier",vanilla,41,shandalar
3663,"Alaborn Musketeer",vanilla,33,shandalar
3666,"Alaborn Zealot",,100,
3668,"Angelic Wall",vanilla,35,shandalar
3669,"Armored Griffin",vanilla,100,shandalar
3671,"Festival of Trokin",,40,shandalar
3674,"Righteous Charge",,100,shandalar
3675,"Righteous Fury",,720,
3677,"Temple Acolyte",,60,shandalar
3681,"Volunteer Militia",vanilla,50,shandalar
3683,"Jack-in-the-Mox",,500,
3686,"Abundance",,600,
3687,"Abyssal Horror",,200,shandalar
3688,"Academy Researchers",,100,
3689,"Acidic Soil",,100,
3690,"Acridian",,122,shandalar
3691,"Albino Troll",,100,shandalar
3693,"Angelic Chorus",,700,shandalar
3694,"Annul",,100,shandalar
3696,"Arcane Laboratory",,100,
3697,"Argothian Elder",,100,shandalar
3699,"Argothian Wurm",,1212,
3700,"Attunement",,800,shandalar
3701,"Back to Basics",,400,shandalar
3702,"Barrin's Codex",,200,
3703,"Barrin, Master Wizard",,240,shandalar
3704,"Bedlam",,500,shandalar
3705,"Befoul",,160,shandalar
3707,"Blasted Landscape",,100,
3708,"Blood Vassal",,46,shandalar
3709,"Bog Raiders",vanilla,65,shandalar
3713,"Brilliant Halo",,75,shandalar
3715,"Bulwark",,600,
3718,"Carrion Beetles",,60,
3719,"Catastrophe",,800,
3721,"Child of Gaea",,1348,shandalar
3722,"Chimeric Staff",,200,
3724,"Citanul Flute",,200,shandalar
3725,"Citanul Hierophants",,300,
3726,"Claws of Gix",,100,shandalar
3729,"Congregate",,240,shandalar
3731,"Copper Gnomes",,200,shandalar
3732,"Coral Merfolk",vanilla,33,shandalar
3733,"Cradle Guard",,100,shandalar
3734,"Crater Hellion",,500,shandalar
3736,"Crosswinds",,100,shandalar
3737,"Crystal Chimes",,100,shandalar
3738,"Curfew",,80,
3739,"Dark Hatchling",,200,shandalar
3740,"Darkest Hour",,200,shandalar
3742,"Despondency",,75,shandalar
3743,"Destructive Urge",,100,
3744,"Diabolic Servitude",,100,
3747,"Discordant Dirge",,1400,
3749,"Disruptive Student",,45,shandalar
3751,"Dragon Blood",,100,shandalar
3752,"Drifting Djinn",,340,
3753,"Drifting Meadow",,40,
3755,"Duress",,60,shandalar
3757,"Elvish Herder",,90,
3758,"Endless Wurm",,1620,shandalar
3760,"Energy Field",,400,
3761,"Exhaustion",,100,
3762,"Exhume",,100,shandalar
3763,"Exploration",,400,
3764,"Expunge",,160,
3765,"Faith Healer",,240,
3766,"Falter",,140,shandalar
3767,"Fault Line",,1200,shandalar
3768,"Fiery Mantle",,150,shandalar
3769,"Fire Ants",,100,shandalar
3770,"Flesh Reaver",,100,
3771,"Fluctuator",,500,
3772,"Fog Bank",,100,shandalar
3774,"Gaea's Bounty",,80,shandalar
3775,"Gaea's Embrace",,100,shandalar
3776,"Gamble",,320,shandalar
3777,"Gilded Drake",,480,
3779,"Goblin Lackey",,100,shandalar
3780,"Goblin Matron",,60,shandalar
3781,"Goblin Offensive",,100,shandalar
3782,"Goblin Patrol",,75,shandalar
3784,"Goblin War Buggy",,87,shandalar
3786,"Grafted Skullcap",,248,
3787,"Great Whale",,240,shandalar
3788,"Greater Good",,1000,shandalar
3789,"Greener Pastures",,400,shandalar
3791,"Heat Ray",,180,shandalar
3792,"Herald of Serra",,420,shandalar
3793,"Hermetic Study",,200,
3794,"Hidden Ancients",,100,
3795,"Hidden Guerrillas",,100,
3797,"Hidden Herd",,200,
3799,"Hidden Predators",,200,
3801,"Hidden Spider",,50,
3803,"Hidden Stag",,300,
3807,"Horseshoe Crab",,45,
3808,"Humble",,100,
3809,"Hush",,100,
3810,"Ill-Gotten Gains",,560,shandalar
3811,"Imaginary Pet",,628,
3813,"Karn, Silver Golem",,1152,shandalar
3814,"Launch",,100,shandalar
3815,"Lay Waste",,100,
3816,"Lifeline",,200,
3817,"Lightning Dragon",,1384,shandalar
3818,"Lilting Refrain",,100,
3820,"Lotus Blossom",,200,
3821,"Lull",,120,
3822,"Lurking Evil",,1000,
3825,"Meltdown",,100,shandalar
3826,"Metrognome",,200,shandalar
3827,"Midsummer Revel",,1600,
3828,"Mishra's Helix",,200,shandalar
3830,"Monk Idealist",,100,shandalar
3831,"Monk Realist",,40,shandalar
3832,"No Rest for the Wicked",,100,
3833,"Noetic Scales",,200,shandalar
3834,"Opal Acrolith",,100,
3836,"Opal Archangel",,600,
3840,"Opal Gargoyle",,75,
3842,"Opal Titan",,700,
3844,"Oppression",,400,shandalar
3847,"Pariah",,400,
3849,"Pegasus Charger",vanilla,37,shandalar
3852,"Phyrexian Ghoul",,758,shandalar
3853,"Phyrexian Processor",,200,
3854,"Phyrexian Tower",,200,
3855,"Planar Birth",,240,shandalar
3856,"Planar Void",,100,
3857,"Polluted Mire",,40,
3858,"Pouncing Jaguar",,168,shandalar
3860,"Priest of Titania",,80,shandalar
3861,"Purging Scythe",,200,
3862,"Rain of Filth",,100,
3865,"Raze",,40,
3866,"Recantation",,1600,
3868,"Rejuvenate",,100,
3869,"Remembrance",,600,
3870,"Remote Isle",,40,
3871,"Reprocess",,400,
3872,"Rescind",,160,
3875,"Rumbling Crescendo",,1800,
3884,"Sanctum Guardian",,100,
3888,"Scoria Wurm",,500,
3889,"Scrap",,160,
3890,"Serra Avatar",,200,shandalar
3893,"Serra's Liturgy",,1000,
3894,"Serra's Sanctum",,200,shandalar
3896,"Shiv's Embrace",,100,shandalar
3897,"Shivan Gorge",,200,
3898,"Shivan Hellkite",,360,shandalar
3899,"Shivan Raptor",,100,shandalar
3900,"Show and Tell",,480,shandalar
3904,"Skirge Familiar",,100,
3905,"Skittering Skirge",,125,shandalar
3907,"Slippery Karst",,40,
3908,"Smokestack",,200,
3909,"Smoldering Crater",,40,
3910,"Sneak Attack",,1400,shandalar
3911,"Somnophore",,268,shandalar
3912,"Songstitcher",,100,shandalar
3914,"Spined Fluke",,100,shandalar
3917,"Steam Blast",,100,shandalar
3918,"Stern Proctor",,100,shandalar
3919,"Stroke of Genius",,1440,shandalar
3921,"Sunder",,1120,shandalar
3922,"Symbiosis",,180,shandalar
3923,"Tainted Æther",,600,shandalar
3924,"Temporal Aperture",,200,
3925,"Thran Quarry",,200,shandalar
3927,"Titania's Boon",,100,shandalar
3928,"Titania's Chosen",,100,shandalar
3930,"Torch Song",,100,
3933,"Turnabout",,100,
3934,"Umbilicus",,200,
3937,"Vampiric Embrace",,100,
3938,"Vebulid",,200,
3939,"Veil of Birds",,50,
3942,"Veiled Sentry",,100,
3949,"Victimize",,100,
3950,"Vile Requiem",,100,
3953,"War Dance",,100,
3955,"Whetstone",,200,shandalar
3956,"Whirlwind",,400,
3957,"Wild Dogs",,135,
3960,"Witch Engine",,312,
3961,"Wizard Mentor",,46,shandalar
3962,"Worn Powerstone",,100,shandalar
3964,"Yawgmoth's Will",,320,
3965,"Zephid",vanilla,200,shandalar
3966,"About Face",,80,
3967,"Angel's Trumpet",,100,
3968,"Anthroplasm",,804,shandalar
3969,"Aura Flux",,100,shandalar
3970,"Avalanche Riders",,100,shandalar
3972,"Bone Shredder",,100,shandalar
3974,"Brink of Madness",,500,
3977,"Cloud of Faeries",,40,
3978,"Crawlspace",,200,
3981,"Defender of Chaos",vanilla,35,shandalar
3982,"Defender of Law",vanilla,35,shandalar
3983,"Defense of the Heart",,700,shandalar
3984,"Delusions of Mediocrity",,500,
3985,"Deranged Hermit",,200,shandalar
3986,"Devout Harpist",,60,shandalar
3987,"Engineered Plague",,100,
3988,"Erase",,80,shandalar
3989,"Eviscerator",,320,shandalar
3990,"Expendable Troops",,50,shandalar
3991,"Faerie Conclave",,100,
3993,"Fog of Gnats",,120,shandalar
3994,"Forbidding Watchtower",,100,
3997,"Ghitu Encampment",,100,
4000,"Ghitu Slinger",,65,shandalar
4001,"Ghitu War Cry",,100,shandalar
4003,"Goblin Welder",,360,
4005,"Harmonic Convergence",,100,
4006,"Hidden Gibbons",,200,
4007,"Hope and Glory",,100,shandalar
4008,"Impending Disaster",,400,
4010,"Iron Maiden",,200,
4012,"Jhoira's Toolbox",,100,
4013,"Karmic Guide",,224,shandalar
4015,"Knighthood",,100,shandalar
4017,"Lurking Skirge",,300,
4018,"Martyr's Cause",,100,
4019,"Memory Jar",,200,
4020,"Miscalculation",,40,
4021,"Molten Hydra",,2880,shandalar
4022,"Mother of Runes",,100,shandalar
4023,"Multani's Acolyte",,50,shandalar
4025,"Multani, Maro-Sorcerer",,200,shandalar
4026,"No Mercy",,800,
4027,"Opal Avenger",,400,
4028,"Opal Champion",,100,
4029,"Ostracize",,40,shandalar
4031,"Peace and Quiet",,100,shandalar
4032,"Phyrexian Broodlings",,589,
4036,"Phyrexian Reclamation",,100,shandalar
4037,"Planar Collapse",,500,
4038,"Purify",,720,shandalar
4040,"Pyromancy",,1600,shandalar
4041,"Quicksilver Amulet",,200,shandalar
4042,"Rack and Ruin",,100,shandalar
4043,"Radiant's Dragoons",,100,shandalar
4044,"Radiant's Judgment",,160,
4045,"Radiant, Archangel",,300,shandalar
4046,"Rancor",,125,shandalar
4048,"Raven Familiar",,100,
4049,"Rebuild",,100,
4050,"Repopulate",,120,
4051,"Ring of Gix",,200,shandalar
4053,"Scrapheap",,200,
4054,"Second Chance",,700,
4056,"Sick and Tired",,200,
4058,"Simian Grunts",,131,shandalar
4062,"Spawning Pool",,100,
4064,"Subversion",,600,
4066,"Swat",,160,
4069,"Thran Lens",,500,
4070,"Thran War Machine",,100,shandalar
4071,"Thran Weaponry",,200,
4072,"Ticking Gnomes",,100,shandalar
4076,"Treetop Village",,100,
4078,"Unearth",,60,
4079,"Urza's Blueprints",,200,shandalar
4081,"Viashino Heretic",,100,
4084,"Walking Sponge",,100,
4086,"Weatherseed Treefolk",,540,shandalar
4087,"Wheel of Torture",,200,
4088,"Yavimaya Granger",,46,shandalar
4089,"Yavimaya Scion",vanilla,40,shandalar
4090,"Yavimaya Wurm",vanilla,97,shandalar
4091,"Academy Rector",,200,shandalar
4092,"Apprentice Necromancer",,240,shandalar
4094,"Attrition",,1200,shandalar
4095,"Aura Thief",,200,shandalar
4096,"Æther Sting",,100,shandalar
4098,"Body Snatcher",,268,shandalar
4102,"Brine Seer",,100,
4104,"Bubbling Muck",,20,shandalar
4105,"Caltrops",,100,
4106,"Capashen Knight",,180,shandalar
4109,"Carnival of Souls",,600,shandalar
4111,"Cinder Seer",,100,
4112,"Colos Yearling",,202,shandalar
4114,"Covetous Dragon",,520,shandalar
4117,"Donate",,400,shandalar
4121,"Eradicate",,100,
4122,"Extruder",,100,
4123,"False Prophet",,268,shandalar
4125,"Fend Off",,120,
4127,"Field Surgeon",,60,
4128,"Flame Jet",,60,
4129,"Fledgling Osprey",,60,
4130,"Flicker",,240,
4131,"Gamekeeper",,100,shandalar
4135,"Goblin Marshal",,204,shandalar
4138,"Heart Warden",,60,
4140,"Hunting Moa",,100,shandalar
4142,"Impatience",,400,
4144,"Iridescent Drake",,100,
4145,"Ivy Seer",,100,
4146,"Jasmine Seer",,100,
4147,"Junk Diver",,200,shandalar
4148,"Keldon Champion",,100,shandalar
4149,"Keldon Vandals",,52,shandalar
4156,"Marker Beetles",,78,shandalar
4158,"Mental Discipline",,200,shandalar
4159,"Metalworker",,300,
4160,"Metathran Elite",,100,shandalar
4161,"Metathran Soldier",vanilla,40,shandalar
4163,"Multani's Decree",,100,shandalar
4164,"Nightshade Seer",,100,
4165,"Opalescence",,500,
4166,"Opposition",,1600,shandalar
4167,"Pattern of Rebirth",,400,
4169,"Phyrexian Negator",,1260,shandalar
4171,"Plated Spider",vanilla,40,shandalar
4172,"Powder Keg",,200,
4174,"Quash",,100,
4175,"Rapid Decay",,480,
4176,"Rayne, Academy Chancellor",,200,
4177,"Reckless Abandon",,100,
4178,"Reliquary Monk",,46,shandalar
4179,"Repercussion",,400,
4180,"Replenish",,560,shandalar
4182,"Rofellos's Gift",,40,
4183,"Scent of Brine",,40,
4184,"Scent of Cinder",,60,
4185,"Scent of Ivy",,80,
4186,"Scent of Jasmine",,80,
4187,"Scent of Nightshade",,120,
4188,"Scour",,100,
4190,"Sigil of Sleep",,75,
4191,"Skittering Horror",,101,shandalar
4193,"Sowing Salt",,100,
4194,"Splinter",,100,
4197,"Taunting Elf",,135,
4199,"Tethered Griffin",,808,shandalar
4200,"Thran Dynamo",,100,shandalar
4201,"Thran Foundry",,100,shandalar
4202,"Thran Golem",,240,shandalar
4204,"Trumpet Blast",,160,
4205,"Twisted Experiment",,100,shandalar
4206,"Urza's Incubator",,200,
4207,"Wake of Destruction",,720,shandalar
4208,"Wall of Glare",,60,
4210,"Yavimaya Elder",,52,shandalar
4211,"Yavimaya Hollow",,200,
4212,"Yawgmoth's Bargain",,1000,shandalar
4213,"Alert Shu Infantry",vanilla,100,shandalar
4216,"False Defeat",,100,shandalar
4218,"Guan Yu, Sainted Warrior",,240,
4219,"Guan Yu's 1,000-Li March",,560,
4221,"Kongming's Contraptions",,208,
4222,"Liu Bei, Lord of Shu",,200,shandalar
4223,"Loyal Retainers",,100,shandalar
4225,"Pang Tong, ""Young Phoenix""",,200,
4226,"Ravages of War",,640,shandalar
4227,"Riding Red Hare",,80,shandalar
4228,"Shu Cavalry",vanilla,31,shandalar
4230,"Shu Elite Companions",vanilla,100,shandalar
4233,"Shu Foot Soldiers",vanilla,37,shandalar
4234,"Shu General",vanilla,100,shandalar
4235,"Shu Grain Caravan",,46,shandalar
4238,"Zhang Fei, Fierce Warrior",vanilla,200,shandalar
4243,"Capture of Jingzhou",,480,shandalar
4248,"Lady Sun",,200,shandalar
4249,"Lu Meng, Wu General",vanilla,200,shandalar
4251,"Lu Xun, Scholar General",,200,shandalar
4252,"Preemptive Strike",,120,shandalar
4254,"Sage's Knowledge",,80,shandalar
