ID;Full Name;CODED CARD;Name;Expansion;Color;Card Type;DB Card Type 2;Rarity;Req Colorless;Req Black;Req Blue;Req Green;Req Red;Req White;Num Pics;Mod Direct Fire;Mod Land Destructor;Mod Draw Cards;Mod Discard;Mod Gain Life;Mod Damage Prevention;Mod Recycler;Mod Counter Spell;Mod Control;Mod Combat Manipulator;Mod Enchantments;Mod Artifacts;Mod Creature;Mod Creature Generator;Mod Damage Opponent;Mod Library Manipulation;Mod Dummy 1;Mod Dummy 2;Mod Dummy 3;Mod Dummy 4;AI Inc Power;AI Inc Toughness;AI Power;AI Toughness;AI Base Value;Dependent Arifact;Dependent Creature;Dependent Wall;Sleighted Color;VS Black;VS Blue;VS Green;VS Red;VS White;For Black;For Blue;For Green;For Red;For White;Count as Black;Count as Blue;Count as Green;Count as Red;Count as White;VS Black Land;VS Blue Land;VS Green Land;VS Red Land;VS White Land;For Black Land;For Blue Land;For Green Land;For Red Land;For White Land;Count as Black Land;Count as Blue Land;Count as Green Land;Count as Red Land;Count as White Land;AI Flying;AI Banding;AI Trample;AI First Strike;AI Wall;AI Landhome;Exp Rarity;Power;Toughness;Num of DB Abilities;DBA1;DBA2;DBA3;DBA4;DBA5;DBA6;DBA7;DBA8;Mana Source Colors;Inflatable;Hack Color;Hack Mode;Enchant Type OWN;Enchant Type OPP;Subtype;Subtype 2;Type Text;Rules Text;Flavor Text;Damage Text;Effect Title Text;Effect Text;Legacy Title Text;Legacy Text
250;Timetwister;1;Timetwister;0800h;2;6;6;2;2;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Each player shuffles his or her hand and graveyard into his or her library and then draws seven cards. (Then put Timetwister into its owner's graveyard.);;;;;;
251;Tranquility;1;Tranquility;0800h;5;6;0;1;2;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0555h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Destroy all enchantments.;;;;;;
252;Tropical Island;1;Tropical Island;0800h;6;5;10;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;09h;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;211;211;Land — Island Forest;Tropical Island can be tapped to produce |U or |G.;;;;;;
253;Tsunami;1;Tsunami;0800h;5;6;9;4;3;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0111h;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0;211;211;Sorcery;Destroy all |H1Islands.;;;;;;
254;Tundra;1;Tundra;0800h;6;5;10;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;09h;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;211;211;Land — Plains Island;Tundra can be tapped to produce |W or |U.;;;;;;
255;Tunnel;1;Tunnel;0800h;7;3;0;4;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;011h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Destroy target Wall. It can't be regenerated.;;;;;;
256;Twiddle;1;Twiddle;0800h;2;3;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50550h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Tap or untap target artifact, creature, or land.;;;;;;
257;Two-Headed Giant of Foriys;1;Two-Headed Giant;0800h;7;7;0;2;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0h;4;4;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;84;211;Creature — Giant;Trample\nTwo-Headed Giant of Foriys may block two creatures each combat.;;;;;;
258;Underground Sea;1;Underground Sea;0800h;6;5;10;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;09h;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;211;211;Land — Island Swamp;Underground Sea can be tapped to produce |U or |B.;;;;;;
259;Unholy Strength;1;Unholy Strength;0800h;1;2;0;1;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50555h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;44;211;Enchant Creature;Enchanted creature gets +2/+1.;Such power grows the body as it shrinks the soul.;;;;;
260;Unsummon;1;Unsummon;0800h;2;3;11;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;4;0;6;0;0;0;0;0;0;0;0;0;0;0;-100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50555h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Return target creature to its owner's hand.;;;;;;
261;Uthden Troll;1;Uthden Troll;0800h;7;7;0;4;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;011h;2;2;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;187;211;Creature — Troll;|R: Regenerate Uthden Troll.;“Oi oi oi, me gotta hurt in 'ere,\nOi oi oi, me smell a ting is near,\nGonna bosh 'n gonna nosh 'n da hurt'll disappear.”\n—Troll chant;;;;;
262;Verduran Enchantress;1;Verduran Enchantress;0800h;5;7;6;2;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90999h;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;211;Creature — Druid;Whenever you play an enchantment spell, you may draw a card.;Each spell has its own song, and the enchantress knows the dance for each.;;;;;
263;Vesuvan Doppelganger;1;Vesuvan Doppelganger;0800h;2;7;0;2;3;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09h;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;211;Creature — Doppelganger;"As Vesuvan Doppelganger comes into play, you may choose a creature in play. If you do, Vesuvan Doppelganger comes into play as a copy of that creature except for its color and gains ""At the beginning of your upkeep, you may have this creature become a copy of target creature except for its color. If you do, this creature gains this ability.""";;;Doppelganger Effect;|0: Vesuvan Doppelganger permanently becomes a copy of target creature card or token creature. It doesn't copy that creature's color and counts as a Doppelganger. Use this ability only during upkeep and only once each turn.;;
264;Veteran Bodyguard;1;Veteran Bodyguard;0800h;8;7;0;2;3;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09h;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;211;Creature — Bodyguard;As long as Veteran Bodyguard is untapped, all damage that would be dealt to you by unblocked creatures is dealt to Veteran Bodyguard instead.;Good bodyguards are hard to find, mainly because they don't live long.;;;;;
265;Volcanic Eruption;1;Volcanic Eruption;0800h;2;6;9;2;40;0;3;0;0;0;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;099h;0;0;0;0;0;0;0;0;0;0;0;0;0;16;5;0;0;211;211;Sorcery;Destroy X target |H1Mountains. Volcanic Eruption deals damage to each creature and player equal to the number of |H1Mountains destroyed this way.;;;;;Graveyard Effect;Target land is destroyed. If it reaches the graveyard, Volcanic Eruption does 1 damage to each player and creature in play.
266;Volcanic Island;1;Volcanic Island;0800h;6;5;10;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;09h;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;211;211;Land — Island Mountain;Volcanic Island can be tapped to produce |U or |R.;;;;;;
267;Wall of Air;1;Wall of Air;0800h;2;7;0;4;1;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;10111h;1;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;197;211;Creature — Wall;Flying;When no falcons fly, beware the sky.\n—Femeref aphorism;;;;;
268;Wall of Bone;1;Wall of Bone;0800h;1;7;0;4;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0111h;1;4;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;197;211;Creature — Wall;|B: Regenerate Wall of Bone.;A skeletal wall, strengthened by the souls of traitors, rings the city of the Eastern Paladin.;;;;;
269;Wall of Brambles;1;Wall of Brambles;0800h;5;7;0;4;2;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0111h;2;3;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;197;211;Creature — Wall;|G: Regenerate Wall of Brambles.;Sleeping in brambles\n—Elven phrase meaning “plagued by guilt” ;;;;;
270;Wall of Fire;1;Wall of Fire;0800h;7;7;12;4;1;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0111h;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;197;211;Creature — Wall;|R: Wall of Fire gets +1/+0 until end of turn.;“Struggle, and you will only fan the flames.”\n—Talibah, embermage;;PowerUp Effect;Wall of Fire gains +|n/+0 until end of turn.;;
271;Wall of Ice;1;Wall of Ice;0800h;5;7;0;4;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;011h;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;211;Creature — Wall;;“And through the drifts the snowy cliffs / Did send a dismal sheen: / Nor shapes of men nor beasts we ken— / The ice was all between.”\n—Samuel Coleridge, “The Rime of the Ancient Mariner”;;;;;
272;Wall of Stone;1;Wall of Stone;0800h;7;7;0;4;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10111h;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;211;Creature — Wall;;The ground itself lends its strength to these walls of living stone, which possess the stability of ancient mountains. These mighty bulwarks thwart ground-based troops, providing welcome relief for weary warriors who defend the land.;;;;;
273;Wall of Swords;1;Wall of Swords;0800h;8;7;0;4;3;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;10111h;3;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;197;211;Creature — Wall;Flying;Sharper than wind, lighter than air.;;;;;
274;Wall of Water;1;Wall of Water;0800h;2;7;12;4;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;011h;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;197;211;Creature — Wall;|U: Wall of Water gets +1/+0 until end of turn.;A deafening roar arose as the fury of an enormous vertical river supplanted our serenity. Eddies turned into whirling geysers, leveling everything in their path.;;PowerUp Effect;Wall of Water gains +|n/+0 until end of turn.;;
275;Wall of Wood;1;Wall of Wood;0800h;5;7;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;055h;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;211;Creature — Wall;;Everybody knows that to ward off trouble, you knock on wood. But usually it's better to make a wall out of the wood and let trouble do the knocking.;;;;;
276;Wanderlust;1;Wanderlust;0800h;5;2;0;4;2;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;4;0;1;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0111h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;44;211;Enchant Creature;At the beginning of the upkeep of enchanted creature's controller, Wanderlust deals 1 damage to that player.;“How terrible to wander wishing only to escape oneself.”\n—Taysir;;;;;
277;War Mammoth;1;War Mammoth;0800h;5;7;0;1;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0555h;3;3;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;120;211;Creature — Mammoth;Trample;"I didn't think Mammoths could ever hold a candle to a well-trained battle horse. Then one day I turned my back on a drunken soldier. His blow never landed; MI'cha flung the brute over ten meters.";;;;;
278;Warp Artifact;1;Warp Artifact;0800h;1;2;0;2;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;4;0;0;1;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0999h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;11;211;Enchant Artifact;At the beginning of the upkeep of enchanted artifact's controller, Warp Artifact deals 1 damage to that player.;;;;;;
279;Water Elemental;1;Water Elemental;0800h;2;7;0;4;3;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;011h;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;211;Creature — Elemental;;The water that a ship sails on is the same water that swallows it up.\n—Chinese proverb;;;;;
280;Weakness;1;Weakness;0800h;1;2;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0555h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;44;211;Enchant Creature;Enchanted creature gets -2/-1.;;;;;;
281;Web;1;Web;0800h;5;2;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;099h;0;0;1;42;0;0;0;0;0;0;0;0;0;0;0;1;2;44;211;Enchant Creature;Enchanted creature gets +0/+2 and may block as though it had flying.;;;;;;
282;Wheel of Fortune;1;Wheel of Fortune;0800h;7;6;6;2;2;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Each player discards his or her hand and draws seven cards.;;;;;;
283;White Knight;1;White Knight;0800h;8;7;0;4;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0111h;2;2;2;3;12;0;0;0;0;0;0;0;0;0;0;0;0;105;211;Creature — Knight;First strike, protection from |Sblack;Out of the blackness and stench of the engulfing swamp emerged a shimmering figure. Only the splattered armor and ichor-stained sword hinted at the unfathomable evil the Knight had just laid waste.;;;;;
284;White Ward;1;White Ward;0800h;8;2;0;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;011h;0;0;1;35;0;0;0;0;0;0;0;0;0;0;0;1;2;44;211;Enchant Creature;Enchanted creature has protection from |Swhite. This effect doesn't remove |SWhite Ward.;;;;;;
285;Wild Growth;1;Wild Growth;0800h;5;2;10;1;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0555h;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;2;108;211;Enchant Land;Whenever enchanted land is tapped for mana, its controller adds |G to his or her mana pool.;If you stop to listen, you can hear it grow.;;;;;
286;Will-O'-The-Wisp;1;Will-O'-The-Wisp;0800h;1;7;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;099h;0;1;2;4;17;0;0;0;0;0;0;0;0;0;0;0;0;199;211;Creature — Will-o'-the-Wisp;Flying\n|B: Regenerate Will-o'-the-Wisp;"“About, about in reel and rout\nThe death-fires danced at night;\nThe water, like a witch's oils,\nBurnt green, and blue and white.”\n—Samuel Coleridge, “The Rime of the Ancient Mariner”";;;;;
287;Winter Orb;1;Winter Orb;0800h;3;1;11;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0999h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Artifact;As long as Winter Orb is untapped, players can't untap more than one land during their untap steps.;;;;;;
288;Wooden Sphere;1;Wooden Sphere;0800h;3;1;7;4;1;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-20;0;0;0;8;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10111h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Artifact;Whenever a player plays a |Sgreen spell, you may pay |1. If you do, you gain 1 life.;Strengthened by a thousand limbs.;;;;;
289;Word of Command;0;Word of Command;0800h;1;3;11;2;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Look at target opponent's hand and choose a card from it. That player plays that card with his or her own mana, but you make all decisions it calls for. The player is required only to use mana in his or her mana pool and mana that can be drawn from lands.;;;;;;
290;Wrath of God;1;Wrath of God;0800h;8;6;0;2;2;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90999h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Destroy all creatures. They can't be regenerated.;“As flies to wanton boys, are we to the gods. They kill us for their sport.”\n—William Shakespeare, King Lear;;;;;
291;Zombie Master;1;Zombie Master;0800h;1;7;0;2;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0999h;2;3;2;40;38;0;0;0;0;0;0;0;0;2;1;0;0;116;211;Creature — Lord;"All Zombies have ""|B: Regenerate this creature"" and |H2swampwalk.";"He controlled the zombies even before his own death; now nothing can make them betray him.";;;;;
292;Amnesia;1;Amnesia;020h;2;6;5;4;3;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Target player reveals his or her hand and discards all nonland cards from it.;“When one has witnessed the unspeakable, 'tis sometimes better to forget.”\n—Vervamon the Elder;;;;;
293;Angry Mob;1;Angry Mob;020h;8;7;0;4;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0110h;102;102;1;20;0;0;0;0;0;0;0;0;0;2;1;0;0;128;211;Creature — Mob;Trample\nDuring your turn, Angry Mob's power and toughness are each equal to 2 plus the number of |H1Swamps all opponents control. During other players' turns, Angry Mob's power and toughness are each 2.;;;Invisible Effect;During controller's turn, Angry Mob's power and toughness are each equal to 2 + the total number of |H1swamps opponents control. During all other turns, they are each 2.;;
294;Ashes to Ashes;1;Ashes to Ashes;020h;1;6;0;1;1;2;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0110h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Remove two target nonartifact creatures from the game. Ashes to Ashes deals 5 damage to you.;“All rivers eventually run to the sea. My job is to sort out who goes first.”\n—Maeveen O'Donagh, Memoirs of a Soldier;;;;;
295;Ball Lightning;1;Ball Lightning;020h;7;7;0;4;0;0;0;0;3;0;1;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0990h;6;1;2;20;15;0;0;0;0;0;0;0;0;0;0;0;0;19;211;Creature — Ball-Lightning;"Trample; haste\nAt end of turn, sacrifice Ball Lightning.";;;;;;
