Card#;Unknown;Card Name;Card ID;Card Type;Special Type;Color;Colored Cost;Colorless Cost;Unused;Power;Toughness;Unused;Code Reference;Abilities 1;Abilities 2;Abilities 3;Abilites 4;Type 1;Type 2;Type 3;Type 4;Unknown;When to Play;Edition;Unused;Rating
1729;0x00;Chrome Steed;11223;0b01000010;0xFF;0b00000001;0;4;0x00;2;2;0x00;0x02002CD0;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;2
1730;0x00;Chromescale Drake;6866;0b00000010;0xFF;0b00000100;3;6;0x00;3;4;0x01;0x020055ED;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1731;0x00;Chromeshell Crab;6350;0b00000010;0xFF;0b00000100;1;4;0x01;3;3;0x01;0x02009369;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1732;0x00;Chromium;595;0b00000010;0x0E;0b00100110;6;2;0x00;7;7;0x00;0x0200AD22;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;3
1733;0x00;Chronatog;2680;0b00000010;0xFF;0b00000100;1;1;0x00;1;2;0x00;0x02006EF7;0b00000000;0b00000000;0b00000000;0b00000000;0b00011001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;0
1734;0x00;Chronatog Totem;8502;0b01000000;0xFF;0b00000100;0;3;0x00;0;0;0x00;0x02006EFC;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b10010000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;0
1735;0x00;Chronic Flooding;12682;0b00000100;0xFF;0b00000100;1;1;0x00;0;0;0x00;0x02007541;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1736;0x00;Chronicler of Heroes;13408;0b00000010;0xFF;0b00101000;2;1;0x00;3;3;0x00;0x0200B092;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1737;0x00;Chronomantic Escape;8903;0b00001000;0xFF;0b00100000;2;4;0x01;0;0;0x01;0x020072F8;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1738;0x00;Chronomaton;12551;0b01000010;0xFF;0b00000001;0;1;0x00;1;1;0x00;0x02006722;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;0
1739;0x00;Chronosavant;8503;0b00000010;0xFF;0b00100000;1;5;0x09;5;5;0x00;0x02006F01;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1740;0x00;Chronostutter;14085;0b00010000;0xFF;0b00000100;1;5;0x00;0;0;0x00;0x0200CA05;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
1741;0x00;Chronozoa;8755;0b00000010;0xFF;0b00000100;1;3;0x00;3;3;0x00;0x020071C2;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1742;0x00;Chub Toad;1890;0b00000010;0xFF;0b00001000;1;2;0x00;1;1;0x00;0x0200B5A6;0b00000000;0b00000000;0b00000000;0b00000000;0b00011000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1743;0x00;Churning Eddy;5791;0b00001000;0xFF;0b00000100;1;3;0x00;0;0;0x00;0x0200BF01;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
1744;0x00;Cinder Elemental;4430;0b00000010;0xFF;0b00010000;1;3;0x00;2;2;0x00;0x02009922;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11101000;0b00000000;0x00;0
1745;0x00;Cinder Seer;4111;0b00000010;0xFF;0b00010000;1;3;0x00;1;1;0x00;0x02003B21;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;2
1746;0x00;Cinder Shade;4963;0b00000010;0xFF;0b00010010;2;1;0x00;1;1;0x00;0x020088B5;0b00000000;0b00000000;0b00000000;0b00000000;0b00011001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;0
1747;0x00;Cinder Wall;993;0b00000010;0xFF;0b00010000;1;0;0x00;3;3;0x00;0x0200CBBD;0b00000000;0b00000000;0b10000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1748;0x00;Cinderhaze Wretch;9497;0b00000010;0xFF;0b00000010;1;4;0x00;3;2;0x00;0x02007C76;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10001000;0b00000000;0x00;0
1749;0x00;Circle of Affliction;8756;0b00000100;0xFF;0b00000010;1;1;0x00;0;0;0x00;0x020071C7;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1750;0x00;Circle of Despair;2433;0b00000100;0xFF;0b00100010;2;1;0x00;0;0;0x00;0x0200303B;0b00000000;0b00000000;0b00000000;0b00000000;0b00000101;0b00000000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;2
1751;0x00;Circle of Flame;11792;0b00000100;0xFF;0b00010000;1;1;0x00;0;0;0x00;0x0200408A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
1752;0x00;Circle of Protection: Artifacts;481;0b00000100;0xFF;0b00100000;1;1;0x00;0;0;0x00;0x0200C2AD;0b00000000;0b00000000;0b00000000;0b00000000;0b00000101;0b00000000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;0
1753;0x00;Circle of Protection: Black;33;0b00000100;0xFF;0b00100000;1;1;0x00;0;0;0x00;0x0200BF15;0b00000000;0b00000000;0b00000000;0b00000000;0b00000101;0b00000000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;0
1754;0x00;Circle of Protection: Blue;34;0b00000100;0xFF;0b00100000;1;1;0x00;0;0;0x00;0x0200BF1A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000101;0b00000000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;0
1755;0x00;Circle of Protection: Green;35;0b00000100;0xFF;0b00100000;1;1;0x00;0;0;0x00;0x0200BF1F;0b00000000;0b00000000;0b00000000;0b00000000;0b00000101;0b00000000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;0
1756;0x00;Circle of Protection: Red;36;0b00000100;0xFF;0b00100000;1;1;0x00;0;0;0x00;0x0200BF24;0b00000000;0b00000000;0b00000000;0b00000000;0b00000101;0b00000000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;0
1757;0x00;Circle of Protection: White;37;0b00000100;0xFF;0b00100000;1;1;0x00;0;0;0x00;0x0200BF29;0b00000000;0b00000000;0b00000000;0b00000000;0b00000101;0b00000000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;0
1758;0x00;Circling Vultures;2954;0b00000010;0xFF;0b00000010;1;0;0x04;3;2;0x00;0x020032B6;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
1759;0x00;Circu, Dimir Lobotomist;7794;0b00000010;0x0E;0b00000110;2;2;0x00;2;3;0x00;0x02006687;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b01000000;0b00000000;0b00001000;0b00000000;0x00;0
1760;0x00;Citadel of Pain;4810;0b00000100;0xFF;0b00010000;1;2;0x00;0;0;0x00;0x020087D4;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1761;0x00;Citanul Druid;482;0b00000010;0xFF;0b00001000;1;1;0x00;1;1;0x00;0x0200B984;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
1762;0x00;Citanul Flute;3724;0b01000000;0xFF;0b00000001;0;5;0x00;0;0;0x00;0x0200387E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;2
1763;0x00;Citanul Hierophants;3725;0b00000010;0xFF;0b00001000;1;3;0x00;3;2;0x00;0x02003883;0b00000000;0b00000000;0b00000000;0b00000000;0b00000010;0b00010000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;2
1764;0x00;Citanul Woodreaders;8757;0b00000010;0xFF;0b00001000;1;2;0x00;1;4;0x00;0x0200A9BC;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1765;0x00;Citizen;14859;0b00000010;0xFF;0b00100000;0;0;0x00;1;1;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1766;0x00;City in a Bottle;402;0b01000000;0xFF;0b00000001;0;2;0x00;0;0;0x00;0x02009BDE;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b01000000;0b00000000;0b00001000;0b00000000;0x00;0
1767;0x00;City of Brass;403;0b00000001;0xFF;0b00111110;0;0;0x00;0;0;0x00;0x0200B15F;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;1
1768;0x00;City of Shadows;307;0b00000001;0xFF;0b00000001;0;0;0x00;0;0;0x00;0x020020FF;0b00000000;0b00000000;0b00000000;0b00000000;0b00100001;0b00010000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;-1
1769;0x00;City of Traitors;3471;0b00000001;0xFF;0b00000001;0;0;0x00;0;0;0x00;0x020017EF;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;3
1770;0x00;Civic Guildmage;2434;0b00000010;0xFF;0b00100000;1;0;0x00;1;1;0x00;0x02009DE6;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
1771;0x00;Civic Saber;12683;0b01000000;0xFF;0b00000001;0;1;0x00;0;0;0x00;0x02007857;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;0
1772;0x00;Civic Wayfinder;1623;0b00000010;0xFF;0b00001000;1;2;0x00;2;2;0x00;0x0200852C;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
1773;0x00;Civilized Scholar;11903;0b00000010;0xFF;0b00000100;1;2;0x00;0;1;0x00;0x0200485A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;2
1774;0x00;Claim of Erebos;13680;0b00000100;0xFF;0b00000010;1;1;0x00;0;0;0x00;0x020044F4;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11001000;0b00000000;0x00;0
1775;0x00;Clairvoyance;1891;0b00010000;0xFF;0b00000100;1;0;0x00;0;0;0x00;0x0200B5AB;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1776;0x00;Clan Defiance;12907;0b00001000;0xFF;0b00011000;2;255;0x00;0;0;0x00;0x02009A53;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1777;0x00;Clarion Ultimatum;9934;0b00001000;0xFF;0b00101100;7;0;0x00;0;0;0x00;0x02008121;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1778;0x00;Claustrophobia;11905;0b00000100;0xFF;0b00000100;2;1;0x00;0;0;0x00;0x0200485F;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;1
1779;0x00;Claws of Gix;3726;0b01000000;0xFF;0b00000001;0;0;0x00;0;0;0x00;0x02003888;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00111000;0b00000000;0x00;0
1780;0x00;Clay Statue;483;0b01000010;0xFF;0b00000001;0;4;0x00;3;1;0x00;0x0200C2B2;0b00000000;0b00000010;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;2
1781;0x00;Cleanfall;7181;0b00001000;0xFF;0b00100000;1;2;0x00;0;0;0x00;0x0200A930;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1782;0x00;Cleanse;596;0b00001000;0xFF;0b00100000;2;2;0x00;0;0;0x00;0x0200C3DE;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;2
1783;0x00;Cleansing;367;0b00001000;0xFF;0b00100000;3;0;0x00;0;0;0x00;0x02009BD9;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1784;0x00;Cleansing Beam;7795;0b00010000;0xFF;0b00010000;1;4;0x00;0;0;0x00;0x0200668C;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1785;0x00;Cleansing Meditation;5793;0b00001000;0xFF;0b00100000;2;1;0x00;0;0;0x00;0x02008F1D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1786;0x00;Clear a Path;13136;0b00001000;0xFF;0b00010000;1;0;0x00;0;0;0x00;0x0200A778;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
1787;0x00;Clearwater Goblet;7027;0b01000000;0xFF;0b00000001;0;5;0x00;0;0;0x01;0x020058EF;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1788;0x00;Cleaver Riot;12552;0b00001000;0xFF;0b00010000;1;4;0x00;0;0;0x00;0x02006727;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
1789;0x00;Clergy en-Vec;3103;0b00000010;0xFF;0b00100000;1;1;0x00;1;1;0x00;0x0200C10E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000101;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
1790;0x00;Clergy of the Holy Nimbus;597;0b00000010;0xFF;0b00100000;1;0;0x00;1;1;0x00;0x0200B952;0b00000000;0b00000010;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1791;0x00;Cleric;14860;0b00000010;0xFF;0b00100010;0;0;0x00;1;1;0x00;0x02009A5D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00111000;0b00000000;0x00;0
1792;0x00;Clever Impersonator;14243;0b00000010;0xFF;0b00000100;2;2;0x00;16384;16384;0x00;0x0200CFB9;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
1793;0x00;Clickslither;6351;0b00000010;0xFF;0b00010000;3;1;0x00;3;3;0x00;0x0200936E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01000001;0b00000000;0x00;0
1794;0x00;Cliff Threader;10521;0b00000010;0xFF;0b00100000;1;1;0x00;2;1;0x00;0x401000;0b00001000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
1795;0x00;Cliffrunner Behemoth;10123;0b00000010;0xFF;0b00001000;1;3;0x00;5;3;0x00;0x020082C5;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
1796;0x00;Clifftop Retreat;11906;0b00000001;0xFF;0b00110000;0;0;0x00;0;0;0x00;0x02003D5B;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;2
1797;0x00;Clinging Anemones;12908;0b00000010;0xFF;0b00000100;1;3;0x00;1;4;0x00;0x0200984B;0b00000000;0b00000000;0b10000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1798;0x00;Clinging Mists;12153;0b00010000;0xFF;0b00001000;1;2;0x00;0;0;0x00;0x02004F08;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;0
1799;0x00;Cloak and Dagger;9336;0b01000000;0xFF;0b00000001;0;2;0x00;0;0;0x00;0x02007AD2;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;0
1800;0x00;Cloaked Siren;13856;0b00010010;0xFF;0b00000100;1;3;0x00;3;2;0x00;0x0200CB63;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001010;0b00000000;0x00;0
1801;0x00;Clock of Omens;7028;0b01000000;0xFF;0b00000001;0;4;0x00;0;0;0x00;0x020058F4;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00111000;0b00000000;0x00;0
1802;0x00;Clockspinning;8504;0b00010000;0xFF;0b00000100;1;0;0x00;0;0;0x00;0x02006F06;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
1803;0x00;Clockwork Avian;484;0b01000010;0xFF;0b00000001;0;5;0x00;0;4;0x00;0x0200B9CA;0b00100000;0b00000000;0b00000000;0b00000000;0b00100001;0b00000000;0b00000010;0b00000000;0b00000000;0b00011000;0b00000000;0x00;2
1804;0x00;Clockwork Beast;38;0b01000010;0xFF;0b00000001;0;6;0x00;0;4;0x00;0x0200A40D;0b00000000;0b00000000;0b00000000;0b00000000;0b00100001;0b00000000;0b00000010;0b00000000;0b00000000;0b00011000;0b00000000;0x00;1
1805;0x00;Clockwork Beetle;6633;0b01000010;0xFF;0b00000001;0;1;0x00;16384;16384;0x00;0x0200522D;0b00000000;0b00000000;0b00000000;0b00000000;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1806;0x00;Clockwork Dragon;6635;0b01000010;0xFF;0b00000001;0;7;0x00;16384;16384;0x00;0x02005200;0b00100000;0b00000000;0b00000000;0b00000000;0b00111001;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1807;0x00;Clockwork Hydra;8505;0b01000010;0xFF;0b00000001;0;5;0x00;0;0;0x00;0x02006F0B;0b00000000;0b00000000;0b00000000;0b00000000;0b00011001;0b00000000;0b00000000;0b00000000;0b00000000;0b10001000;0b00000000;0x00;0
1808;0x00;Clockwork Steed;2192;0b01000010;0xFF;0b00000001;0;4;0x00;0;3;0x00;0x0200A403;0b00000000;0b00000000;0b00000000;0b00000000;0b00100001;0b00000000;0b00000010;0b00000000;0b00000000;0b00011000;0b00000000;0x00;0
1809;0x00;Clockwork Swarm;2193;0b01000010;0xFF;0b00000001;0;4;0x00;0;3;0x00;0x0200A408;0b00000000;0b00000000;0b00000000;0b00000000;0b00100001;0b00000000;0b00000010;0b00000000;0b00000000;0b00011000;0b00000000;0x00;0
1810;0x00;Cloistered Youth;11907;0b00000010;0xFF;0b00100000;1;1;0x00;1;1;0x00;0x02003EA0;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
1811;0x00;Clone;10399;0b00000010;0xFF;0b00000100;1;3;0x00;16384;16384;0x00;0x02003E23;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;3
1812;0x00;Clone Shell;11224;0b01000010;0xFF;0b00000001;0;5;0x00;2;2;0x00;0x020041E8;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10001000;0b00000000;0x00;2
1813;0x00;Clot Sliver;3104;0b00000010;0xFF;0b00000010;1;1;0x00;1;1;0x00;0x0200A007;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
1814;0x00;Cloud Crusader;11106;0b00000010;0xFF;0b00100000;2;2;0x00;2;3;0x00;0x401000;0b00100000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;2
1815;0x00;Cloud Dragon;2844;0b00000010;0xFF;0b00000100;1;5;0x00;5;4;0x00;0x02004049;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1816;0x00;Cloud Elemental;2682;0b00000010;0xFF;0b00000100;1;2;0x00;2;3;0x00;0x02004049;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
1817;0x00;Cloud Key;8904;0b01000000;0xFF;0b00000001;0;3;0x00;0;0;0x00;0x020072FD;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b01000000;0b00000000;0b00001000;0b00000000;0x00;0
1818;0x00;Cloud of Faeries;3977;0b00000010;0xFF;0b00000100;1;1;0x04;1;1;0x00;0x0200163C;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
1819;0x00;Cloud Pirates;2845;0b00000010;0xFF;0b00000100;1;0;0x00;1;1;0x00;0x02004049;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1820;0x00;Cloud Sprite;4433;0b00000010;0xFF;0b00000100;1;0;0x00;1;1;0x00;0x02004049;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1821;0x00;Cloudchaser Kestrel;8506;0b00000010;0xFF;0b00100000;2;1;0x00;2;2;0x00;0x02006F10;0b00100000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
1822;0x00;Cloudcrown Oak;1412;0b00000010;0xFF;0b00001000;2;2;0x00;3;4;0x00;0x401000;0b00000000;0b00000100;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;2
1823;0x00;Cloudfin Raptor;12909;0b00000010;0xFF;0b00000100;1;0;0x00;0;1;0x00;0x0200984B;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1824;0x00;Cloudgoat Ranger;1464;0b00000010;0xFF;0b00100000;2;3;0x00;3;3;0x00;0x0200128B;0b00000000;0b00000000;0b00000000;0b00000000;0b00011001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;2
1825;0x00;Cloudhoof Kirin;7615;0b00000010;0x0E;0b00000100;2;3;0x00;4;4;0x00;0x02006358;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1826;0x00;Cloudpost;6637;0b00000001;0xFF;0b00000001;0;0;0x00;0;0;0x00;0x02002190;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;1
1827;0x00;Cloudseeder;8905;0b00000010;0xFF;0b00000100;1;1;0x00;1;1;0x00;0x02007302;0b00100000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00111000;0b00000000;0x00;0
1828;0x00;Cloudshift;12330;0b00010000;0xFF;0b00100000;1;0;0x00;0;0;0x00;0x02005AED;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
1829;0x00;Cloudskate;4676;0b00000010;0xFF;0b00000100;1;1;0x00;2;2;0x00;0x02001240;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
1830;0x00;Cloudstone Curio;7797;0b01000000;0xFF;0b00000001;0;3;0x00;0;0;0x00;0x02002410;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b11111001;0b00000000;0x00;2
1831;0x00;Cloudthresher;9099;0b00010010;0xFF;0b00001000;4;2;0x01;7;7;0x01;0x02001768;0b00000000;0b00000100;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;2
1832;0x00;Clout of the Dominus;9754;0b00000100;0xFF;0b00010100;1;0;0x01;0;0;0x01;0x02007F3C;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
